traffic_volume,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time
5793,None,16.78,0,0,5,Clear,sky is clear,16-07-2018 07:00
5793,None,-2.54,0,0,90,Snow,light snow,21-11-2017 06:00
5793,None,-3.15,0,0,40,Snow,light snow,22-11-2017 15:00
5794,None,12.22,0,0,1,Clear,sky is clear,13-05-2013 15:00
5794,None,11.18,1.47,0,90,Rain,moderate rain,19-05-2014 17:00
5794,None,14.23,0,0,0,Clear,Sky is Clear,30-07-2013 08:00
5794,None,26.12,0,0,40,Clouds,scattered clouds,29-06-2016 17:00
5794,None,24.78,0,0,1,Clear,sky is clear,20-07-2015 17:00
5794,None,13.07,0,0,40,Clouds,scattered clouds,23-10-2017 15:00
5794,None,-6.07,0,0,5,Clear,sky is clear,09-11-2017 15:00
5794,None,12.13,0,0,1,Clear,sky is clear,07-07-2015 07:00
5795,None,8.12,0,0,90,Clouds,overcast clouds,30-03-2017 15:00
5795,None,24.13,0,0,40,Clouds,scattered clouds,27-07-2018 15:00
5795,None,-17.06,0,0,1,Clear,sky is clear,08-02-2017 06:00
5795,None,32.07,0,0,1,Thunderstorm,proximity thunderstorm,12-07-2018 17:00
5795,None,24.35,0,0,48,Clouds,scattered clouds,23-06-2016 15:00
5796,None,-4.90,0,0,90,Mist,mist,19-12-2012 06:00
5796,None,26.96,0,0,44,Clouds,scattered clouds,19-08-2013 17:00
5797,None,27.21,0,0,1,Clear,sky is clear,04-06-2018 15:00
5797,None,29.51,0,0,36,Clouds,scattered clouds,22-06-2016 15:00
5797,None,6.56,0,0,1,Clear,sky is clear,04-04-2017 06:00
5797,None,18.23,0,0,90,Clouds,overcast clouds,22-09-2015 06:00
5797,None,3.88,0,0,1,Clear,sky is clear,11-11-2016 07:00
5797,None,1.00,0,0,90,Clouds,overcast clouds,21-10-2013 08:00
5797,None,-0.33,0,0,1,Clear,sky is clear,15-03-2017 15:00
5798,None,5.68,0,0,1,Clear,sky is clear,28-09-2018 08:00
5798,None,30.66,0,0,20,Clouds,few clouds,08-08-2018 15:00
5798,None,16.81,0,0,1,Clear,sky is clear,25-08-2016 08:00
5798,None,1.64,0,0,20,Clouds,few clouds,27-10-2016 08:00
5798,None,0.78,0,0,64,Mist,mist,03-12-2013 17:00
5798,None,3.20,0,0,1,Clear,sky is clear,17-03-2018 12:00
5799,None,18.81,0,0,90,Clouds,overcast clouds,13-07-2017 15:00
5799,None,14.57,0,0,90,Rain,light rain,13-07-2017 06:00
5799,None,14.57,0,0,90,Mist,mist,13-07-2017 06:00
5799,None,24.88,0,0,0,Clear,Sky is Clear,18-07-2016 16:00
5799,None,24.99,0,0,0,Clear,Sky is Clear,12-08-2013 15:00
5799,None,12.40,0,0,0,Clear,Sky is Clear,25-09-2013 09:00
5799,None,33.19,0,0,8,Clear,sky is clear,19-07-2013 14:00
5799,None,28.86,0,0,8,Clear,sky is clear,07-05-2018 15:00
5799,None,16.71,0,0,90,Clouds,overcast clouds,05-09-2017 15:00
5799,None,10.35,0,0,32,Clouds,scattered clouds,18-10-2013 14:00
580,None,17.66,0,0,1,Clear,sky is clear,13-07-2014 05:00
580,None,-1.29,0,0,90,Snow,snow,31-03-2018 01:00
580,None,-10.59,0,0,1,Clear,sky is clear,23-03-2013 02:00
580,None,6.15,0,0,1,Clear,sky is clear,14-05-2013 00:00
580,None,-23.01,0,0,89,Clouds,overcast clouds,02-02-2013 01:00
580,None,7.99,0,0,1,Mist,mist,12-09-2015 01:00
580,None,12.22,0,0,99,Mist,mist,24-10-2012 00:00
580,None,2.91,0,0,68,Clouds,broken clouds,21-10-2016 00:00
580,None,12.22,0,0,99,Drizzle,light intensity drizzle,24-10-2012 00:00
580,None,-1.29,0,0,90,Fog,fog,31-03-2018 01:00
580,None,8.96,0,0,1,Clear,sky is clear,24-04-2017 00:00
580,None,11.30,0,0,80,Clouds,broken clouds,29-10-2016 02:00
580,None,-21.84,0,0,64,Clouds,broken clouds,31-12-2013 00:00
580,None,-2.35,0,0,90,Mist,mist,02-02-2016 00:00
580,None,-1.29,0,0,90,Mist,mist,31-03-2018 01:00
580,None,-2.35,0,0,90,Haze,haze,02-02-2016 00:00
580,None,-23.81,0,0,1,Clear,sky is clear,31-12-2013 04:00
5800,None,16.00,0,0,75,Mist,mist,10-08-2017 06:00
5800,None,19.07,0,0,1,Clear,sky is clear,13-06-2017 06:00
5800,None,14.27,0,0,90,Mist,mist,12-05-2014 06:00
5800,None,-1.82,0,0,90,Fog,fog,03-12-2012 08:00
5800,None,16.00,0,0,75,Fog,fog,10-08-2017 06:00
5800,None,-1.82,0,0,90,Mist,mist,03-12-2012 08:00
5800,None,18.55,1.27,0,76,Rain,moderate rain,19-08-2016 07:00
5800,None,8.06,0,0,90,Clouds,overcast clouds,25-03-2016 14:00
5800,None,22.94,0.28,0,12,Rain,light rain,18-08-2016 17:00
5801,None,15.66,0,0,90,Rain,heavy intensity rain,03-08-2017 07:00
5801,None,15.66,0,0,90,Thunderstorm,proximity thunderstorm,03-08-2017 07:00
5801,None,15.66,0,0,90,Mist,mist,03-08-2017 07:00
5801,None,7.81,0,0,90,Mist,mist,05-10-2015 06:00
5801,None,11.39,0,0,1,Clear,sky is clear,25-08-2015 06:00
5801,None,14.36,0,0,75,Clouds,broken clouds,24-08-2017 06:00
5801,None,10.14,0,0,75,Clouds,broken clouds,15-11-2012 15:00
5801,None,4.66,0,0,20,Clouds,few clouds,27-03-2018 15:00
5802,None,19.53,0,0,40,Clouds,scattered clouds,01-05-2018 15:00
5802,None,-7.43,0,0,90,Clouds,overcast clouds,27-01-2017 08:00
5802,None,27.73,0,0,75,Clouds,broken clouds,15-06-2017 15:00
5803,None,2.69,0,0,90,Drizzle,drizzle,24-03-2017 08:00
5803,None,2.69,0,0,90,Mist,mist,24-03-2017 08:00
5803,None,13.53,0,0,75,Clouds,broken clouds,21-04-2014 08:00
5803,None,15.42,0,0,90,Haze,haze,19-09-2018 06:00
5803,None,21.84,0,0,75,Rain,light rain,11-07-2016 07:00
5803,None,15.42,0,0,90,Mist,mist,19-09-2018 06:00
5803,None,15.93,0,0,1,Clear,sky is clear,09-08-2017 06:00
5803,None,3.70,0,0,40,Clouds,scattered clouds,15-03-2013 15:00
5803,None,-1.45,0,0,90,Clouds,overcast clouds,01-03-2013 14:00
5803,None,9.21,0,0,1,Clear,sky is clear,20-04-2018 14:00
5803,None,2.49,0.25,0,1,Rain,light rain,25-04-2014 07:00
5803,None,2.69,0,0,90,Rain,light rain,24-03-2017 08:00
5804,None,7.61,0,0,5,Clear,sky is clear,02-05-2016 08:00
5804,None,23.06,0,0,90,Clouds,overcast clouds,29-06-2017 17:00
5804,None,2.19,0,0,90,Fog,fog,20-01-2017 17:00
5804,None,2.19,0,0,90,Mist,mist,20-01-2017 17:00
5805,None,16.32,0,0,90,Mist,mist,25-09-2015 08:00
5805,None,3.18,0,0,75,Clouds,broken clouds,02-11-2016 07:00
5805,None,6.46,0,0,1,Clear,sky is clear,10-11-2016 07:00
5805,None,30.93,0,0,40,Clouds,scattered clouds,09-07-2018 17:00
5805,None,-7.86,0,0,40,Clouds,scattered clouds,01-02-2017 06:00
5805,None,17.04,0,0,40,Clouds,scattered clouds,06-08-2015 06:00
5806,None,5.88,0,0,90,Clouds,overcast clouds,14-05-2013 08:00
5806,None,-0.96,0,0,90,Snow,heavy snow,15-04-2013 06:00
5806,None,19.43,0,0,75,Clouds,broken clouds,30-08-2016 08:00
5806,None,-3.77,0,0,90,Clouds,overcast clouds,21-12-2012 14:00
5806,None,-0.94,0,0,90,Snow,light snow,10-04-2018 06:00
5806,None,23.13,0,0,1,Clear,sky is clear,20-09-2017 15:00
5806,None,14.14,0,0,1,Fog,fog,15-08-2017 06:00
5806,None,14.14,0,0,1,Drizzle,drizzle,15-08-2017 06:00
5806,None,14.14,0,0,1,Mist,mist,15-08-2017 06:00
5806,None,-18.23,0,0,0,Clear,Sky is Clear,13-12-2016 17:00
5806,None,9.06,0,0,1,Clear,sky is clear,14-11-2016 17:00
5807,None,-21.86,0,0,1,Mist,mist,05-01-2017 07:00
5807,None,9.34,0.34,0,75,Rain,light rain,18-04-2014 14:00
5807,None,-4.42,0,0,1,Clear,sky is clear,22-03-2013 14:00
5808,None,-19.00,0,0,64,Clouds,broken clouds,09-12-2013 16:00
5808,None,-9.00,0,0,40,Snow,light snow,14-12-2017 06:00
5808,None,26.18,0,0,40,Clouds,scattered clouds,21-07-2015 17:00
5808,None,1.93,0,0,1,Mist,mist,22-10-2015 08:00
5809,None,0.21,0,0,90,Mist,mist,15-04-2013 15:00
5809,None,32.22,0,0,8,Clear,sky is clear,17-07-2013 15:00
5809,None,0.21,0,0,90,Rain,light rain,15-04-2013 15:00
5809,None,-0.49,0,0,1,Clear,sky is clear,11-10-2012 06:00
5809,None,-1.75,0,0,90,Clouds,overcast clouds,07-03-2014 17:00
5809,None,0.21,0,0,90,Snow,heavy snow,15-04-2013 15:00
5809,None,-14.36,0,0,5,Clear,sky is clear,16-01-2018 17:00
581,None,26.13,0,0,1,Clear,sky is clear,23-09-2017 02:00
581,None,-4.60,0,0,90,Clouds,overcast clouds,27-12-2015 02:00
581,None,5.60,0,0,90,Rain,light rain,30-03-2017 00:00
581,None,2.14,0,0,1,Clear,sky is clear,20-03-2017 00:00
581,None,5.60,0,0,90,Drizzle,light intensity drizzle,30-03-2017 00:00
581,None,16.55,0,0,1,Mist,mist,04-07-2016 01:00
581,None,16.87,0.25,0,90,Rain,moderate rain,19-08-2015 00:00
581,None,16.42,0,0,75,Thunderstorm,proximity thunderstorm,02-10-2017 00:00
581,None,16.87,0.25,0,90,Drizzle,light intensity drizzle,19-08-2015 00:00
581,None,16.87,0.25,0,90,Mist,mist,19-08-2015 00:00
581,None,15.01,0,0,1,Clear,sky is clear,13-08-2017 02:00
581,None,7.71,0,0,90,Drizzle,drizzle,22-05-2017 00:00
581,None,13.58,0,0,1,Clear,sky is clear,28-07-2018 02:00
5810,None,20.40,0,0,40,Mist,mist,18-08-2017 15:00
5810,None,6.87,0,0,75,Clouds,broken clouds,26-01-2018 15:00
5810,None,-2.40,0,0,90,Clouds,overcast clouds,01-03-2017 09:00
5810,None,28.56,0,0,80,Haze,haze,30-08-2013 11:00
5810,None,-9.36,0,0,0,Clear,Sky is Clear,15-02-2017 06:00
5810,None,13.58,0,0,92,Mist,mist,03-10-2013 08:00
5810,None,-9.59,0,0,90,Clouds,overcast clouds,03-02-2014 17:00
5810,None,20.40,0,0,40,Drizzle,light intensity drizzle,18-08-2017 15:00
5810,None,20.40,0,0,40,Rain,light rain,18-08-2017 15:00
5810,None,5.14,0,0,75,Clouds,broken clouds,19-01-2018 15:00
5810,None,26.62,0,0,1,Clear,sky is clear,18-05-2018 14:00
5810,None,22.19,0,0,24,Clouds,few clouds,11-10-2013 14:00
5810,None,14.66,0,0,1,Clear,sky is clear,11-10-2013 08:00
5811,None,14.33,7.39,0,90,Mist,mist,08-05-2014 17:00
5811,None,14.33,7.39,0,90,Rain,heavy intensity rain,08-05-2014 17:00
5811,None,-1.40,0,0,20,Clouds,few clouds,25-10-2013 08:00
5811,None,0.65,0,0.06,90,Mist,mist,07-01-2016 15:00
5811,None,0.65,0,0.06,90,Snow,light snow,07-01-2016 15:00
5811,None,16.73,0,0,90,Clouds,overcast clouds,26-09-2017 15:00
5812,None,15.34,0,0,92,Clouds,overcast clouds,15-07-2016 07:00
5812,None,16.86,0,0,90,Mist,mist,24-10-2012 16:00
5813,None,23.65,0,0,75,Clouds,broken clouds,21-07-2014 08:00
5813,None,16.00,0,0,75,Clouds,broken clouds,16-10-2012 15:00
5813,None,6.31,0,0,90,Clouds,overcast clouds,23-04-2014 06:00
5813,None,15.22,0,0,75,Clouds,broken clouds,09-05-2013 08:00
5813,None,15.33,0,0,1,Clear,sky is clear,26-07-2018 06:00
5813,None,17.35,0,0,90,Clouds,overcast clouds,20-09-2013 14:00
5813,None,1.73,0,0,90,Mist,mist,29-04-2016 06:00
5813,None,33.85,0,0,0,Clear,Sky is Clear,26-08-2013 17:00
5813,None,0.69,0,0,75,Clouds,broken clouds,28-11-2012 17:00
5813,None,4.87,0,0,1,Clear,sky is clear,26-04-2018 06:00
5813,None,1.73,0,0,90,Fog,fog,29-04-2016 06:00
5813,None,17.63,0,0,0,Mist,mist,12-07-2013 08:00
5814,None,14.20,0,0,90,Clouds,overcast clouds,19-05-2014 06:00
5814,None,24.10,0,0,40,Clouds,scattered clouds,28-08-2015 14:00
5814,None,-9.33,0,0,64,Clouds,broken clouds,12-12-2013 17:00
5814,None,17.40,0,0,1,Mist,mist,07-08-2018 06:00
5814,None,17.40,0,0,1,Haze,haze,07-08-2018 06:00
5814,None,32.41,0,0,1,Clear,sky is clear,14-08-2015 16:00
5814,None,1.19,0,0,90,Clouds,overcast clouds,15-11-2012 06:00
5814,None,3.66,0,0,1,Clear,sky is clear,30-09-2015 06:00
5814,None,19.76,0.25,0,75,Rain,light rain,29-08-2018 15:00
5814,None,-6.45,0,0,90,Mist,mist,18-12-2012 06:00
5814,None,-5.52,0,0,1,Haze,haze,03-02-2016 16:00
5814,None,19.80,0,0,40,Clouds,scattered clouds,25-05-2017 15:00
5814,None,25.35,0,0,40,Clouds,scattered clouds,07-08-2017 15:00
5814,None,15.47,0,0,1,Mist,mist,11-07-2017 06:00
5814,None,15.47,0,0,1,Fog,fog,11-07-2017 06:00
5814,None,24.27,0,0,75,Clouds,broken clouds,05-05-2017 17:00
5815,None,-2.13,0,0,90,Clouds,overcast clouds,26-01-2017 06:00
5815,None,14.68,0,0,1,Mist,mist,31-08-2016 08:00
5815,None,23.95,0,0,0,Clear,Sky is Clear,02-08-2013 12:00
5815,None,1.14,0,0,90,Clouds,overcast clouds,28-01-2016 08:00
5815,None,22.20,0,0,0,Clear,Sky is Clear,08-08-2013 14:00
5815,None,19.27,0,0,75,Fog,fog,03-09-2015 06:00
5815,None,19.27,0,0,75,Mist,mist,03-09-2015 06:00
5816,None,21.73,0,0,40,Clouds,scattered clouds,15-04-2016 12:00
5816,None,28.61,0,0,75,Clouds,broken clouds,31-07-2017 17:00
5816,None,-2.49,0,0,75,Clouds,broken clouds,22-02-2016 06:00
5816,None,11.42,0,0,40,Clouds,scattered clouds,09-11-2012 14:00
5816,None,12.47,0,0,1,Clear,sky is clear,22-04-2016 14:00
5816,None,-8.31,0,0,40,Clouds,scattered clouds,28-11-2012 06:00
5816,None,-5.69,0,0,5,Clear,sky is clear,03-02-2017 15:00
5817,None,8.28,0,0,75,Mist,mist,06-10-2017 08:00
5817,None,17.21,0,0,20,Clouds,few clouds,17-05-2016 15:00
5817,None,22.01,0,0,0,Clear,Sky is Clear,23-09-2013 15:00
5817,None,-1.96,0,0,64,Clouds,broken clouds,06-11-2013 08:00
5817,None,30.93,0,0,75,Clouds,broken clouds,11-07-2018 15:00
5817,None,8.28,0,0,75,Fog,fog,06-10-2017 08:00
5817,None,12.71,0,0,1,Clear,sky is clear,28-03-2016 15:00
5818,None,30.87,0,0,0,Clear,Sky is Clear,03-08-2016 17:00
5818,None,18.78,0,0,0,Clear,Sky is Clear,27-09-2013 06:00
5818,None,16.73,0,0,0,Clear,Sky is Clear,26-07-2013 06:00
5818,None,0.71,0,0,75,Haze,haze,08-04-2016 14:00
5818,None,-2.86,0,0,75,Clouds,broken clouds,12-03-2014 15:00
5818,None,0.71,0,0,75,Snow,snow,08-04-2016 14:00
5818,None,0.71,0,0,75,Rain,proximity shower rain,08-04-2016 14:00
5818,None,10.95,0,0,50,Clear,sky is clear,11-10-2012 15:00
5818,None,17.27,0,0,1,Clear,sky is clear,10-11-2016 17:00
5819,None,-4.53,0,0,80,Snow,light snow,06-12-2016 15:00
5819,None,7.26,0,0,90,Clouds,overcast clouds,17-11-2016 07:00
5819,None,14.15,0,0,90,Mist,mist,19-08-2015 07:00
5819,None,14.15,0,0,90,Thunderstorm,proximity thunderstorm with drizzle,19-08-2015 07:00
5819,None,14.15,0,0,90,Rain,light rain,19-08-2015 07:00
5819,None,2.20,0,0,5,Clear,sky is clear,30-11-2017 08:00
5819,None,25.00,0,0,0,Clear,Sky is Clear,13-08-2013 14:00
5819,None,16.49,0,0,20,Mist,mist,19-09-2017 09:00
5819,None,16.49,0,0,20,Fog,fog,19-09-2017 09:00
5819,None,26.83,0,0,40,Clouds,scattered clouds,22-08-2018 17:00
5819,None,14.15,0,0,90,Drizzle,drizzle,19-08-2015 07:00
582,None,-0.66,0,0,90,Fog,fog,26-11-2016 01:00
582,None,0.93,0,0,90,Mist,mist,25-11-2016 01:00
582,None,9.61,0,0,90,Drizzle,drizzle,26-04-2017 00:00
582,None,9.61,0,0,90,Mist,mist,26-04-2017 00:00
582,None,21.41,0,0,1,Clear,sky is clear,26-07-2016 00:00
582,None,9.61,0,0,90,Rain,light rain,26-04-2017 00:00
582,None,0.91,0,0,90,Mist,mist,11-04-2013 00:00
582,None,0.91,0,0,90,Snow,heavy snow,11-04-2013 00:00
582,None,-0.63,0,0,90,Clouds,overcast clouds,28-03-2014 00:00
582,None,0.43,0,0,40,Mist,mist,21-01-2018 05:00
582,None,7.75,0,0,40,Clouds,scattered clouds,31-03-2014 00:00
582,None,-0.66,0,0,90,Mist,mist,26-11-2016 01:00
582,None,0.93,0,0,90,Snow,light snow,25-11-2016 01:00
5820,None,11.99,0,0,1,Clear,sky is clear,20-08-2015 08:00
5820,None,27.59,0,0,36,Clouds,scattered clouds,23-08-2013 14:00
5820,None,24.33,0,0,76,Rain,light rain,08-07-2013 08:00
5820,None,11.48,0,0,1,Mist,mist,18-09-2015 07:00
5820,None,11.48,0,0,1,Fog,fog,18-09-2015 07:00
5821,None,18.40,0,0,90,Drizzle,light intensity drizzle,20-07-2018 07:00
5821,None,28.60,0,0,76,Rain,light rain,22-06-2016 14:00
5821,None,20.66,0,0,1,Drizzle,light intensity drizzle,02-09-2015 08:00
5821,None,20.66,0,0,1,Thunderstorm,proximity thunderstorm,02-09-2015 08:00
5821,None,20.66,0,0,1,Mist,mist,02-09-2015 08:00
5821,None,12.33,0,0,90,Drizzle,light intensity drizzle,12-10-2017 06:00
5821,None,12.33,0,0,90,Mist,mist,12-10-2017 06:00
5821,None,20.66,0,0,1,Rain,light rain,02-09-2015 08:00
5821,None,18.40,0,0,90,Mist,mist,20-07-2018 07:00
5821,None,8.33,0,0,20,Clouds,few clouds,31-10-2012 17:00
5821,None,18.30,0,0,40,Clouds,scattered clouds,28-09-2015 08:00
5821,None,22.00,0,0,90,Clouds,overcast clouds,29-06-2017 15:00
5821,None,4.40,0,0,75,Clouds,broken clouds,10-04-2013 15:00
5821,None,-9.15,0,0,75,Clouds,broken clouds,02-03-2016 06:00
5821,None,18.40,0,0,90,Rain,moderate rain,20-07-2018 07:00
5822,None,16.60,0,0,90,Mist,mist,17-05-2017 08:00
5822,None,16.60,0,0,90,Rain,light rain,17-05-2017 08:00
5822,None,-4.37,0.25,0,75,Rain,light rain,12-02-2014 15:00
5822,None,-0.01,0,0,1,Clear,sky is clear,09-11-2016 06:00
5823,None,25.00,0,0,75,Clouds,broken clouds,19-09-2017 15:00
5823,None,26.14,0,0,5,Clear,sky is clear,21-09-2017 15:00
5823,None,-1.57,0,0,5,Clear,sky is clear,21-11-2017 15:00
5823,None,17.57,0,0,1,Clear,sky is clear,01-09-2017 12:00
5823,None,20.09,0.95,0,90,Rain,light rain,27-05-2014 15:00
5823,None,2.73,0,0,90,Drizzle,light intensity drizzle,01-12-2016 15:00
5823,None,4.40,0,0,90,Rain,moderate rain,09-04-2013 06:00
5823,None,13.43,0,0,90,Drizzle,light intensity drizzle,24-04-2016 17:00
5823,None,13.43,0,0,90,Haze,haze,24-04-2016 17:00
5823,None,13.43,0,0,90,Mist,mist,24-04-2016 17:00
5823,None,13.43,0,0,90,Rain,light rain,24-04-2016 17:00
5823,None,4.40,0,0,90,Mist,mist,09-04-2013 06:00
5823,None,8.81,0,0,1,Clear,sky is clear,05-04-2013 17:00
5824,None,27.33,0,0,1,Clear,sky is clear,07-08-2014 14:00
5824,None,-5.66,0,0,90,Snow,light snow,09-04-2018 08:00
5824,None,22.61,0,0,1,Clear,sky is clear,02-07-2014 15:00
5824,None,16.57,0,0,1,Clear,sky is clear,14-06-2018 06:00
5824,None,19.21,0,0,20,Clouds,few clouds,01-09-2017 13:00
5824,None,-5.66,0,0,90,Mist,mist,09-04-2018 08:00
5825,None,12.80,0,0,88,Clouds,overcast clouds,25-10-2016 17:00
5825,None,10.25,0.25,0,90,Rain,light rain,09-05-2014 14:00
5825,None,15.07,0,0,40,Clouds,scattered clouds,24-08-2017 09:00
5825,None,8.61,0,0,75,Clouds,broken clouds,26-10-2017 08:00
5825,None,11.03,0,0,90,Rain,light rain,10-05-2013 14:00
5825,None,6.15,0,0,1,Clear,sky is clear,10-12-2015 06:00
5825,None,2.00,0,0,90,Snow,light snow,30-10-2017 08:00
5825,None,15.60,0,0,90,Clouds,overcast clouds,05-10-2015 15:00
5826,None,26.34,0,0,40,Clouds,scattered clouds,07-08-2015 15:00
5826,None,0.27,0,0,90,Mist,mist,27-04-2017 08:00
5826,None,0.27,0,0,90,Snow,light snow,27-04-2017 08:00
5826,None,-4.06,0,0,40,Clouds,scattered clouds,20-03-2014 08:00
5826,None,-2.00,0,0,90,Clouds,overcast clouds,17-02-2016 15:00
5826,None,26.13,0,0,75,Thunderstorm,thunderstorm,25-07-2018 15:00
5826,None,18.16,0,0,1,Clear,sky is clear,29-07-2015 06:00
5826,None,21.36,0,0,75,Clouds,broken clouds,28-08-2017 15:00
5826,None,-13.71,0,0,1,Clear,sky is clear,02-02-2017 06:00
5826,None,-7.47,0,0,5,Mist,mist,14-02-2018 07:00
5826,None,26.13,0,0,75,Rain,proximity shower rain,25-07-2018 15:00
5826,None,-7.47,0,0,5,Haze,haze,14-02-2018 07:00
5827,None,27.00,0,0,1,Clear,sky is clear,01-07-2013 17:00
5827,None,24.26,0,0,40,Clouds,scattered clouds,16-08-2013 13:00
5827,None,19.57,0,0,90,Clouds,overcast clouds,10-07-2017 08:00
5827,None,14.75,0,0,1,Clear,sky is clear,13-10-2015 17:00
5827,None,11.81,0,0,90,Clouds,overcast clouds,31-03-2014 17:00
5827,None,12.27,0,0,5,Clear,sky is clear,20-10-2017 07:00
5827,None,1.56,0,0,1,Clear,sky is clear,21-03-2017 15:00
5827,None,21.21,0,0,40,Clouds,scattered clouds,07-09-2017 15:00
5828,None,3.46,0,0,64,Clouds,broken clouds,25-11-2013 15:00
5828,None,13.21,0,0,90,Clouds,overcast clouds,28-05-2013 06:00
5828,None,17.94,0,0,90,Mist,mist,03-10-2017 15:00
5828,None,27.22,0,0,8,Clear,sky is clear,08-08-2016 16:00
5829,None,32.36,0,0,1,Clear,sky is clear,22-09-2017 15:00
5829,None,9.00,0,0,1,Clear,sky is clear,13-10-2017 06:00
5829,None,-11.48,0,0,90,Clouds,overcast clouds,24-02-2014 17:00
5829,None,11.43,0,0,1,Clear,sky is clear,23-08-2017 06:00
5829,None,-5.41,0,0,1,Clear,sky is clear,26-03-2013 08:00
5829,None,6.00,0,0,75,Clouds,broken clouds,26-01-2018 17:00
5829,None,24.51,0,0,40,Clouds,scattered clouds,18-07-2014 12:00
5829,None,-22.05,0,0,1,Clear,sky is clear,02-01-2013 07:00
5829,None,26.56,0,0,1,Clear,sky is clear,16-09-2015 15:00
5829,None,-20.71,0,0,90,Clouds,overcast clouds,25-01-2013 08:00
583,None,11.43,0,0,1,Clear,sky is clear,09-09-2017 02:00
583,None,2.00,0,0,1,Clear,sky is clear,10-01-2018 00:00
583,None,14.38,0,0,90,Mist,mist,20-09-2018 00:00
583,None,-3.93,0,0,1,Clear,sky is clear,28-01-2017 02:00
583,None,8.13,0,0,40,Rain,moderate rain,13-04-2017 01:00
583,None,8.21,0,0,8,Clear,sky is clear,19-10-2016 02:00
583,None,9.46,0,0,40,Mist,mist,07-09-2017 00:00
583,None,-19.31,0,0,1,Clear,sky is clear,15-12-2016 00:00
583,None,-9.86,0,0,20,Clouds,few clouds,06-03-2014 00:00
583,None,-9.66,0,0,64,Snow,light snow,26-12-2013 04:00
583,None,21.15,0,0,1,Rain,light rain,22-07-2017 04:00
583,None,8.13,0,0,40,Mist,mist,13-04-2017 01:00
583,None,8.13,0,0,40,Drizzle,drizzle,13-04-2017 01:00
583,Washingtons Birthday,-5.71,0,0,90,Clouds,overcast clouds,17-02-2014 00:00
583,None,18.22,0,0,0,Clear,Sky is Clear,05-08-2016 02:00
5830,None,2.35,0,0,90,Clouds,overcast clouds,07-11-2013 14:00
5830,None,9.84,0,0,1,Clear,sky is clear,29-09-2015 06:00
5830,None,-2.60,0,0,90,Clouds,overcast clouds,26-01-2017 08:00
5830,None,28.07,0,0,12,Clouds,few clouds,24-06-2015 15:00
5830,None,17.59,0,0,1,Clear,sky is clear,13-09-2018 06:00
5830,None,-9.42,0,0,90,Clouds,overcast clouds,01-03-2016 06:00
5830,None,7.62,0,0,0,Clear,Sky is Clear,29-09-2016 06:00
5830,None,-6.32,0,0,90,Clouds,overcast clouds,22-02-2013 16:00
5830,None,7.89,0,0,90,Clouds,overcast clouds,13-05-2016 15:00
5831,None,-14.93,0,0,1,Clear,sky is clear,10-03-2017 08:00
5831,None,9.75,0,0,90,Rain,light rain,18-04-2017 06:00
5831,None,-2.06,0,0,90,Mist,mist,20-12-2012 17:00
5831,None,2.85,0,0,1,Clear,sky is clear,26-03-2013 17:00
5831,None,8.54,0,0,1,Clear,sky is clear,29-09-2017 06:00
5831,None,13.96,0,0,24,Clouds,few clouds,09-07-2014 06:00
5832,None,3.66,0,0,75,Mist,mist,19-01-2017 15:00
5832,None,28.00,0,0,1,Clear,sky is clear,11-09-2013 15:00
5832,None,21.94,0,0,75,Clouds,broken clouds,05-07-2017 07:00
5832,None,-2.14,0,0,90,Mist,mist,02-12-2015 06:00
5832,None,26.19,0,0,1,Clear,sky is clear,31-07-2014 13:00
5832,None,-2.14,0,0,90,Snow,light snow,02-12-2015 06:00
5832,None,22.93,0,0,1,Clear,sky is clear,15-04-2016 14:00
5832,None,9.28,0,0,1,Clear,sky is clear,21-03-2016 15:00
5832,None,-12.43,0,0,90,Clouds,overcast clouds,19-12-2016 07:00
5832,None,22.40,0,0,75,Clouds,broken clouds,27-06-2016 16:00
5833,None,11.17,0,0,90,Clouds,overcast clouds,25-09-2018 06:00
5833,None,31.95,0,0,40,Clouds,scattered clouds,06-05-2016 15:00
5833,None,28.87,0,0,0,Clear,Sky is Clear,29-08-2013 12:00
5833,None,-12.40,0,0,20,Clouds,few clouds,09-02-2018 17:00
5833,None,26.35,0,0,1,Clear,sky is clear,26-06-2015 15:00
5833,None,32.80,0,0,40,Clouds,scattered clouds,06-07-2017 17:00
5834,None,-7.50,0,0,75,Clouds,broken clouds,20-12-2017 06:00
5834,None,4.79,0,0,75,Clouds,broken clouds,02-04-2014 15:00
5834,None,17.08,0,0,0,Clear,Sky is Clear,24-06-2015 06:00
5834,None,-1.20,0,0,40,Clouds,scattered clouds,28-01-2016 15:00
5834,None,13.47,0,0,75,Clouds,broken clouds,15-10-2015 17:00
5834,None,4.73,0,0,75,Clouds,broken clouds,18-01-2018 15:00
5835,None,0.31,0.28,0,90,Rain,light rain,03-04-2014 16:00
5835,None,2.71,0,0,1,Mist,mist,16-10-2017 06:00
5835,None,6.09,0,0,1,Clear,sky is clear,16-11-2012 15:00
5835,None,15.00,0,0,1,Clear,sky is clear,11-03-2016 14:00
5835,None,2.43,0,0,90,Clouds,overcast clouds,18-04-2018 15:00
5836,None,17.63,0,0,90,Thunderstorm,proximity thunderstorm,30-06-2016 07:00
5836,None,15.67,0,0,1,Clear,sky is clear,15-05-2017 08:00
